i,10/06/22 22:42:59,1,main,ab2375e83d83e7f873,time swift main.swift,ordered.txt,1,ordered.txt,./script.sh: line 27: i: command not found 0.002
i,10/06/22 22:42:59,2,main,ab2375e83d83e7f873,time swift main.swift,ordered.txt,1,ordered.txt,./script.sh: line 27: i: command not found 0.001
i,10/06/22 22:42:59,3,main,ab2375e83d83e7f873,time swift main.swift,ordered.txt,1,ordered.txt,./script.sh: line 27: i: command not found 0.001
i,10/06/22 22:42:59,4,main,ab2375e83d83e7f873,time swift main.swift,ordered.txt,1,ordered.txt,./script.sh: line 27: i: command not found 0.001
i,10/06/22 22:42:59,5,main,ab2375e83d83e7f873,time swift main.swift,ordered.txt,1,ordered.txt,./script.sh: line 27: i: command not found 0.001
i,10/06/22 22:42:59,1,main,ab2375e83d83e7f873,time swift main.swift,ordered.txt,10,ordered.txt,./script.sh: line 27: i: command not found 0.001
i,10/06/22 22:42:59,2,main,ab2375e83d83e7f873,time swift main.swift,ordered.txt,10,ordered.txt,./script.sh: line 27: i: command not found 0.001
i,10/06/22 22:42:59,3,main,ab2375e83d83e7f873,time swift main.swift,ordered.txt,10,ordered.txt,./script.sh: line 27: i: command not found 0.001
i,10/06/22 22:42:59,4,main,ab2375e83d83e7f873,time swift main.swift,ordered.txt,10,ordered.txt,./script.sh: line 27: i: command not found 0.001
i,10/06/22 22:42:59,5,main,ab2375e83d83e7f873,time swift main.swift,ordered.txt,10,ordered.txt,./script.sh: line 27: i: command not found 0.001
i,10/06/22 22:42:59,1,main,ab2375e83d83e7f873,time swift main.swift,ordered.txt,100,ordered.txt,./script.sh: line 27: i: command not found 0.001
i,10/06/22 22:42:59,2,main,ab2375e83d83e7f873,time swift main.swift,ordered.txt,100,ordered.txt,./script.sh: line 27: i: command not found 0.001
i,10/06/22 22:42:59,3,main,ab2375e83d83e7f873,time swift main.swift,ordered.txt,100,ordered.txt,./script.sh: line 27: i: command not found 0.001
i,10/06/22 22:42:59,4,main,ab2375e83d83e7f873,time swift main.swift,ordered.txt,100,ordered.txt,./script.sh: line 27: i: command not found 0.001
i,10/06/22 22:42:59,5,main,ab2375e83d83e7f873,time swift main.swift,ordered.txt,100,ordered.txt,./script.sh: line 27: i: command not found 0.001
i,10/06/22 22:42:59,1,main,ab2375e83d83e7f873,time swift main.swift,ordered.txt,1000,ordered.txt,./script.sh: line 27: i: command not found 0.001
i,10/06/22 22:42:59,2,main,ab2375e83d83e7f873,time swift main.swift,ordered.txt,1000,ordered.txt,./script.sh: line 27: i: command not found 0.001
i,10/06/22 22:42:59,3,main,ab2375e83d83e7f873,time swift main.swift,ordered.txt,1000,ordered.txt,./script.sh: line 27: i: command not found 0.001
i,10/06/22 22:42:59,4,main,ab2375e83d83e7f873,time swift main.swift,ordered.txt,1000,ordered.txt,./script.sh: line 27: i: command not found 0.001
i,10/06/22 22:42:59,5,main,ab2375e83d83e7f873,time swift main.swift,ordered.txt,1000,ordered.txt,./script.sh: line 27: i: command not found 0.001
i,10/06/22 22:42:59,1,main,ab2375e83d83e7f873,time swift main.swift,ordered.txt,10000,ordered.txt,./script.sh: line 27: i: command not found 0.001
i,10/06/22 22:42:59,2,main,ab2375e83d83e7f873,time swift main.swift,ordered.txt,10000,ordered.txt,./script.sh: line 27: i: command not found 0.001
i,10/06/22 22:42:59,3,main,ab2375e83d83e7f873,time swift main.swift,ordered.txt,10000,ordered.txt,./script.sh: line 27: i: command not found 0.001
i,10/06/22 22:42:59,4,main,ab2375e83d83e7f873,time swift main.swift,ordered.txt,10000,ordered.txt,./script.sh: line 27: i: command not found 0.001
i,10/06/22 22:42:59,5,main,ab2375e83d83e7f873,time swift main.swift,ordered.txt,10000,ordered.txt,./script.sh: line 27: i: command not found 0.001
i,10/06/22 22:42:59,1,main,ab2375e83d83e7f873,time swift main.swift,ordered.txt,100000,ordered.txt,./script.sh: line 27: i: command not found 0.001
i,10/06/22 22:42:59,2,main,ab2375e83d83e7f873,time swift main.swift,ordered.txt,100000,ordered.txt,./script.sh: line 27: i: command not found 0.001
i,10/06/22 22:42:59,3,main,ab2375e83d83e7f873,time swift main.swift,ordered.txt,100000,ordered.txt,./script.sh: line 27: i: command not found 0.001
i,10/06/22 22:42:59,4,main,ab2375e83d83e7f873,time swift main.swift,ordered.txt,100000,ordered.txt,./script.sh: line 27: i: command not found 0.001
i,10/06/22 22:42:59,5,main,ab2375e83d83e7f873,time swift main.swift,ordered.txt,100000,ordered.txt,./script.sh: line 27: i: command not found 0.001
